sentence	label
needed a little less bling-bling and a lot more romance .	0
i have to admit that i am baffled by jason x.	0
the jokes are telegraphed so far in advance they must have been lost in the mail .	0
a bit too eager to please .	0
... overly melodramatic ...	0
plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood .	0
the modern remake of dumas 's story is long on narrative and -lrb- too -rrb- short on action .	0
russell lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features .	0
there 's only one way to kill michael myers for good : stop buying tickets to these movies .	0
absurdities and clichés accumulate like lint in a fat man 's navel .	0
there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title .	0
a fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .	0
has lost some of the dramatic conviction that underlies the best of comedies ...	0
cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	0
overburdened with complicated plotting and banal dialogue	0
what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety .	0
more of the same old garbage hollywood has been trying to pass off as acceptable teen entertainment for some time now .	0
unfortunately , kapur modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare .	0
full frontal had no effect and elicited no sympathies for any of the characters .	0
i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...	0
love liza is a festival film that would have been better off staying on the festival circuit .	0
reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .	0
the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me .	0
nothing more than a stifling morality tale dressed up in peekaboo clothing .	0
no amount of good intentions is able to overcome the triviality of the story .	0
a moving picture that does not move .	0
the actors must indeed be good to recite some of this laughable dialogue with a straight face .	0
the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood .	0
it takes a really long , slow and dreary time to dope out what tuck everlasting is about .	0
the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ?	0
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .	0
demme gets a lot of flavor and spice into his charade remake , but he ca n't disguise that he 's spiffing up leftovers that are n't so substantial or fresh .	0
not only are the film 's sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .	0
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone .	0
you come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another .	0
may puzzle his most ardent fans .	0
mr. wollter and ms. seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear .	0
you see the movie and you think , zzzzzzzzz .	0
is there a group of more self-absorbed women than the mother and daughters featured in this film ?	0
stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .	0
viewers of barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .	0
despite some comic sparks , welcome to collinwood never catches fire .	0
predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .	0
it 's a frankenstein-monster of a film that does n't know what it wants to be .	0
where tom green stages his gags as assaults on america 's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval .	0
the latest adam sandler assault and possibly the worst film of the year .	0
just send it to cranky .	0
even if it is generally amusing from time to time , i spy has all the same problems the majority of action comedies have .	0
the only thing to fear about `` fear dot com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .	0
the movie is too impressed with its own solemn insights to work up much entertainment value .	0
i have not been this disappointed by a movie in a long time .	0
a vile , incoherent mess ... a scummy ripoff of david cronenberg 's brilliant ` videodrome . '	0
but how it washed out despite all of that is the project 's prime mystery .	0
the script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .	0
too predictably , in fact .	0
loud , chaotic and largely unfunny .	0
rob schneider 's infantile cross-dressing routines fill the hot chick , the latest gimmick from this unimaginative comedian .	0
here the love scenes all end in someone screaming .	0
in the book-on-tape market , the film of `` the kid stays in the picture '' would be an abridged edition	0
does n't deserve a passing grade -lrb- even on a curve -rrb- .	0
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?	0
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0
such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .	0
the innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .	0
the movie 's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story .	0
could n't someone take rob schneider and have him switch bodies with a funny person ?	0
it 's a visual rorschach test and i must have failed .	0
though there are entertaining and audacious moments , the movie 's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker 's flailing reputation .	0
its audacious ambitions sabotaged by pomposity , steven soderbergh 's space opera emerges as a numbingly dull experience .	0
thoroughly awful .	0
stealing harvard will dip into your wallet , swipe 90 minutes of your time , and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious .	0
the locale ... remains far more interesting than the story at hand .	0
bland but harmless .	0
it 's pauly shore awful .	0
there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme .	0
`` one look at a girl in tight pants and big tits and you turn stupid ? ''	0
though there are many tense scenes in trapped , they prove more distressing than suspenseful .	0
tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .	0
the script becomes lifeless and falls apart like a cheap lawn chair .	0
would that greengrass had gone a tad less for grit and a lot more for intelligibility .	0
bad and baffling from the get-go .	0
suffers from unlikable characters and a self-conscious sense of its own quirky hipness .	0
one of the worst films of 2002 .	0
but the cinematography is cloudy , the picture making becalmed .	0
the movie straddles the fence between escapism and social commentary , and on both sides it falls short .	0
imagine -lrb- if possible -rrb- a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma .	0
overwrought , melodramatic bodice-ripper .	0
grating and tedious .	0
give shapiro , goldman , and bolado credit for good intentions , but there 's nothing here that they could n't have done in half an hour .	0
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... in praise of love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating .	0
the scriptwriters are no less a menace to society than the film 's characters .	0
though it pretends to expose the life of male hustlers , it 's exploitive without being insightful .	0
a thriller without a lot of thrills .	0
the movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .	0
hopelessly inane , humorless and under-inspired .	0
schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs ...	0
gooding offers a desperately ingratiating performance .	0
it just does n't have anything really interesting to say .	0
it 's exactly the kind of movie toback 's detractors always accuse him of making .	0
anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .	0
once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .	0
it 's not just the vampires that are damned in queen of the damned -- the viewers will feel they suffer the same fate .	0
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .	0
in fact , it does n't even seem like she tried .	0
imagine the cleanflicks version of ` love story , ' with ali macgraw 's profanities replaced by romance-novel platitudes .	0
but unless you 're an absolute raving star wars junkie , it is n't much fun .	0
makes 98 minutes feel like three hours .	0
worthy of the gong .	0
as in aimless , arduous , and arbitrary .	0
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .	0
something must have been lost in the translation .	0
in this case zero .	0
if you 're looking for a story , do n't bother .	0
stinks from start to finish , like a wet burlap sack of gloom .	0
star trek was kind of terrific once , but now it is a copy of a copy of a copy .	0
the story has little wit and no surprises .	0
the movie 's downfall is to substitute plot for personality .	0
for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .	0
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .	0
without -lrb- de niro -rrb- , city by the sea would slip under the waves .	0
i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening , but it 's stupid .	0
goes on and on to the point of nausea .	0
jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set .	0
i admire it and yet can not recommend it , because it overstays its natural running time .	0
although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .	0
`` -lrb- hopkins -rrb- does n't so much phone in his performance as fax it .	0
it 's dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast .	0
despite auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .	0
it 's an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise .	0
the filmmakers keep pushing the jokes at the expense of character until things fall apart .	0
one-sided documentary offers simplistic explanations to a very complex situation .	0
collapses under its own meager weight .	0
it 's as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet ? ''	0
... an incredibly heavy-handed , manipulative dud that feels all too familiar .	0
... an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if lopez 's publicist should share screenwriting credit .	0
after an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .	0
sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both .	0
in the new guy , even the bull gets recycled .	0
millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .	0
my precious new star wars movie is a lumbering , wheezy drag ...	0
boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .	0
after collateral damage , you might imagine that most every aggrieved father cliché has been unturned .	0
we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest .	0
limps along on a squirm-inducing fish-out-of-water formula that goes nowhere and goes there very , very slowly .	0
viewers are asked so often to suspend belief that were it not for holm 's performance , the film would be a total washout .	0
the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .	0
pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .	0
eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .	0
cattaneo reworks the formula that made the full monty a smashing success ... but neglects to add the magic that made it all work .	0
jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .	0
what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .	0
... a pretentious mess ...	0
ponderous , plodding soap opera disguised as a feature film .	0
writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags .	0
deep down , i realized the harsh reality of my situation : i would leave the theater with a lower i.q. than when i had entered .	0
supposedly , pokemon ca n't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .	0
it is too bad that this likable movie is n't more accomplished .	0
the criticism never rises above easy , cynical potshots at morally bankrupt characters ...	0
the movie generates plot points with a degree of randomness usually achieved only by lottery drawing .	0
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .	0
by-the-numbers yarn .	0
often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?	0
if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes .	0
after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .	0
as aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four .	0
baran is shockingly devoid of your typical majid majidi shoe-loving , crippled children .	0
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .	0
the threat implied in the title pokémon 4ever is terrifying -- like locusts in a horde these things will keep coming .	0
it 's surprisingly bland despite the heavy doses of weird performances and direction .	0
director david fincher and writer david koepp ca n't sustain it .	0
mattei 's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination .	0
abysmally pathetic	0
does n't add up to much .	0
this is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .	0
if you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , i have just one word for you - -- decasia	0
like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .	0
in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	0
it 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .	0
suffice to say its total promise is left slightly unfulfilled .	0
wait to see it then .	0
it 's mired in a shabby script that piles layer upon layer of action man cliché atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of -lrb- woo 's -rrb- best work .	0
slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .	0
or maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? ''	0
confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .	0
at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience .	0
... while certainly clever in spots , this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention .	0
the fact that the ` best part ' of the movie comes from a 60-second homage to one of demme 's good films does n't bode well for the rest of it .	0
equlibrium could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and farenheit 451 .	0
a sleek advert for youthful anomie that never quite equals the sum of its pretensions .	0
this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie i 've seen this summer .	0
an empty , purposeless exercise .	0
the problem is that it is one that allows him to churn out one mediocre movie after another .	0
it 's not original enough .	0
my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it .	0
the disjointed mess flows as naturally as jolie 's hideous yellow ` do .	0
if nothing else , `` rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j.	0
despite slick production values and director roger michell 's tick-tock pacing , the final effect is like having two guys yelling in your face for two hours .	0
when a movie asks you to feel sorry for mick jagger 's sex life , it already has one strike against it .	0
heavy with flabby rolls of typical toback machinations .	0
the movie is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .	0
you might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead .	0
just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .	0
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .	0
there 's no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance .	0
this is one of the biggest disappointments of the year .	0
it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .	0
it 's not a great monster movie .	0
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .	0
what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .	0
hill looks to be going through the motions , beginning with the pale script .	0
dreary tale of middle-class angst	0
-lrb- l -rrb- ame and unnecessary .	0
the issues are presented in such a lousy way , complete with some of the year 's -lrb- unintentionally -rrb- funniest moments , that it 's impossible to care .	0
the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -lrb- or cinema seats -rrb- .	0
it 's impossible to even categorize this as a smutty guilty pleasure .	0
this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie .	0
there is only so much baked cardboard i need to chew .	0
a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .	0
a stupid , derivative horror film that substitutes extreme gore for suspense .	0
it 's hard to imagine acting that could be any flatter .	0
this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .	0
chalk it up as the worst kind of hubristic folly .	0
when your subject is illusion versus reality , should n't the reality seem at least passably real ?	0
bad company .	0
michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .	0
for casual moviegoers who stumble into rules expecting a slice of american pie hijinks starring the kid from dawson 's creek , they 'll probably run out screaming .	0
most fish stories are a little peculiar , but this is one that should be thrown back in the river .	0
while the story is better-focused than the incomprehensible anne rice novel it 's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .	0
what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .	0
an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .	0
the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .	0
for the rest of us , sitting through dahmer 's two hours amounts to little more than punishment .	0
if festival in cannes nails hard - boiled hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .	0
we started to wonder if ... some unpaid intern had just typed ` chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine .	0
a painfully slow cliche-ridden film filled with more holes than clyde barrow 's car .	0
vulgar is too optimistic a title .	0
it 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .	0
it 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .	0
it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .	0
time out is as serious as a pink slip .	0
the script is a disaster , with cloying messages and irksome characters .	0
an exit sign , that is .	0
the characters never change .	0
is it a comedy ?	0
not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .	0
a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .	0
everyone 's to blame here .	0
it does n't really know or care about the characters , and uses them as markers for a series of preordained events .	0
-lrb- t -rrb- his slop does n't even have potential as a cult film , as it 's too loud to shout insults at the screen .	0
a mediocre exercise in target demographics , unaware that it 's the butt of its own joke .	0
the problem with the bread , my sweet is that it 's far too sentimental .	0
before long , you 're desperate for the evening to end .	0
it 's like an all-star salute to disney 's cheesy commercialism .	0
fails in making this character understandable , in getting under her skin , in exploring motivation ... well before the end , the film grows as dull as its characters , about whose fate it is hard to care .	0
whether jason x is this bad on purpose is never clear .	0
` this movie sucks . '	0
hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film .	0
a low-rent retread of the alien pictures .	0
once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .	0
it 's clear why deuces wild , which was shot two years ago , has been gathering dust on mgm 's shelf .	0
it 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .	0
more intellectually scary than dramatically involving .	0
the movie 's major and most devastating flaw is its reliance on formula , though , and it 's quite enough to lessen the overall impact the movie could have had .	0
more dutiful than enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .	0
but it 's hardly a necessary enterprise .	0
its plot and animation offer daytime tv serviceability , but little more .	0
the script , the gags , the characters are all direct-to-video stuff , and that 's where this film should have remained .	0
a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i 'm not exactly sure what -- and has all the dramatic weight of a raindrop .	0
sinks so low in a poorly played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it .	0
an inexperienced director , mehta has much to learn .	0
the film has a kind of hard , cold effect .	0
the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .	0
in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio -- but i guarantee that no wise men will be following after it .	0
what little grace -lrb- rifkin 's -rrb- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .	0
terrible .	0
to call this film a lump of coal would only be to flatter it .	0
here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha .	0
befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject	0
things really get weird , though not particularly scary : the movie is all portent and no content .	0
rather , pity anyone who sees this mishmash .	0
should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .	0
it 's not a bad premise , just a bad movie .	0
ultimately , the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing .	0
but the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure .	0
a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .	0
busy urban comedy is clearly not zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .	0
the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld -lrb- who is also one of the film 's producers -rrb- do everything he can to look like a good guy .	0
dismally dull sci-fi comedy .	0
a dull , inconsistent , dishonest female bonding picture .	0
this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .	0
-lrb- n -rrb- o matter how much good will the actors generate , showtime eventually folds under its own thinness .	0
this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .	0
none of this so-called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him .	0
they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .	0
a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special .	0
one of the most incoherent features in recent memory .	0
no better or worse than ` truth or consequences , n.m. ' or any other interchangeable actioner with imbecilic mafia toolbags botching a routine assignment in a western backwater .	0
like a pack of dynamite sticks , built for controversy .	0
one hour photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin .	0
the plot 's contrivances are uncomfortably strained .	0
mr. deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor .	0
-lrb- soderbergh -rrb- tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness .	0
i never thought i 'd say this , but i 'd much rather watch teens poking their genitals into fruit pies !	0
too much of storytelling moves away from solondz 's social critique , casting its audience as that of intellectual lector in contemplation of the auteur 's professional injuries .	0
just the sort of lazy tearjerker that gives movies about ordinary folk a bad name .	0
unfortunately , we 'd prefer a simple misfire .	0
what begins brightly gets bogged down over 140 minutes .	0
-lrb- a -rrb- crushing disappointment .	0
a minor-league soccer remake of the longest yard .	0
the film 's needlessly opaque intro takes its doe-eyed crudup out of pre-9 \/ 11 new york and onto a cross-country road trip of the homeric kind .	0
too slick and manufactured to claim street credibility .	0
bray is completely at sea ; with nothing but a savage garden music video on his resume , he has no clue about making a movie .	0
it 's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere .	0
mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .	0
` god help us , but capra and cooper are rolling over in their graves . '	0
the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch .	0
degenerates into hogwash .	0
... a cheap , ludicrous attempt at serious horror .	0
the problem is that for the most part , the film is deadly dull .	0
an artsploitation movie with too much exploitation and too little art .	0
he 's not good with people .	0
there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .	0
deserving of its critical backlash and more .	0
the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .	0
much like robin williams , death to smoochy has already reached its expiration date .	0
the great pity is that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home .	0
